State,Date,Year,Month,Interest,Pre_Launch,Post_Launch,Legal_Status,Online,Retail
IA,6/1/2019,2019,6,47,1,0,1,YES,YES
IA,7/1/2019,2019,7,43,1,0,1,YES,YES
IA,8/1/2019,2019,8,60,1,0,1,YES,YES
IA,9/1/2019,2019,9,100,0,1,1,YES,YES
IA,10/1/2019,2019,10,76,0,1,1,YES,YES
IA,11/1/2019,2019,11,78,0,1,1,YES,YES
IA,12/1/2019,2019,12,78,0,1,1,YES,YES
IA,1/1/2020,2020,1,65,0,1,1,YES,YES
IA,2/1/2020,2020,2,42,0,1,1,YES,YES
IA,3/1/2020,2020,3,32,0,1,1,YES,YES
IA,4/1/2020,2020,4,23,0,1,1,YES,YES
IA,5/1/2020,2020,5,20,0,1,1,YES,YES
IA,6/1/2020,2020,6,19,0,1,1,YES,YES
IA,7/1/2020,2020,7,27,0,1,1,YES,YES
IA,8/1/2020,2020,8,40,0,1,1,YES,YES
IA,9/1/2020,2020,9,63,0,1,1,YES,YES
IA,10/1/2020,2020,10,64,0,1,1,YES,YES
IA,11/1/2020,2020,11,58,0,1,1,YES,YES
IA,12/1/2020,2020,12,64,0,1,1,YES,YES
IA,1/1/2021,2021,1,62,0,1,1,YES,YES
IA,2/1/2021,2021,2,40,0,1,1,YES,YES
IA,3/1/2021,2021,3,63,0,1,1,YES,YES
IA,4/1/2021,2021,4,40,0,1,1,YES,YES
IA,5/1/2021,2021,5,39,0,1,1,YES,YES
IA,6/1/2021,2021,6,41,0,1,1,YES,YES
IA,7/1/2021,2021,7,38,0,1,1,YES,YES
IA,8/1/2021,2021,8,41,0,1,1,YES,YES
IA,9/1/2021,2021,9,85,0,1,1,YES,YES
IA,10/1/2021,2021,10,82,0,1,1,YES,YES
IA,11/1/2021,2021,11,75,0,1,1,YES,YES
IA,12/1/2021,2021,12,75,0,1,1,YES,YES
IA,1/1/2022,2022,1,65,0,1,1,YES,YES
IA,2/1/2022,2022,2,39,0,1,1,YES,YES
IA,3/1/2022,2022,3,65,0,1,1,YES,YES
IA,4/1/2022,2022,4,43,0,1,1,YES,YES
IA,5/1/2022,2022,5,36,0,1,1,YES,YES
IA,6/1/2022,2022,6,32,0,1,1,YES,YES
IA,7/1/2022,2022,7,31,0,1,1,YES,YES
IA,8/1/2022,2022,8,39,0,1,1,YES,YES
IA,9/1/2022,2022,9,74,0,1,1,YES,YES
IA,10/1/2022,2022,10,69,0,1,1,YES,YES
IA,11/1/2022,2022,11,69,0,1,1,YES,YES
IA,12/1/2022,2022,12,62,0,1,1,YES,YES
IA,1/1/2023,2023,1,61,0,1,1,YES,YES
IA,2/1/2023,2023,2,40,0,1,1,YES,YES
IA,3/1/2023,2023,3,69,0,1,1,YES,YES
IA,4/1/2023,2023,4,53,0,1,1,YES,YES
IA,5/1/2023,2023,5,36,0,1,1,YES,YES
IA,6/1/2023,2023,6,35,0,1,1,YES,YES
IA,7/1/2023,2023,7,34,0,1,1,YES,YES
IA,8/1/2023,2023,8,43,0,1,1,YES,YES
IA,9/1/2023,2023,9,77,0,1,1,YES,YES
IA,10/1/2023,2023,10,65,0,1,1,YES,YES
IA,11/1/2023,2023,11,74,0,1,1,YES,YES
IA,12/1/2023,2023,12,67,0,1,1,YES,YES
IA,1/1/2024,2024,1,60,0,1,1,YES,YES
IA,2/1/2024,2024,2,39,0,1,1,YES,YES
IA,3/1/2024,2024,3,79,0,1,1,YES,YES
IA,4/1/2024,2024,4,52,0,1,1,YES,YES
IA,5/1/2024,2024,5,38,0,1,1,YES,YES
IA,6/1/2024,2024,6,36,0,1,1,YES,YES
IA,7/1/2024,2024,7,35,0,1,1,YES,YES
IA,8/1/2024,2024,8,45,0,1,1,YES,YES
IA,9/1/2024,2024,9,69,0,1,1,YES,YES
IA,10/1/2024,2024,10,57,0,1,1,YES,YES
IA,11/1/2024,2024,11,51,0,1,1,YES,YES
IA,12/1/2024,2024,12,50,0,1,1,YES,YES
IA,1/1/2025,2025,1,44,0,1,1,YES,YES
IA,2/1/2025,2025,2,34,0,1,1,YES,YES
IA,3/1/2025,2025,3,56,0,1,1,YES,YES
IA,4/1/2025,2025,4,33,0,1,1,YES,YES
IA,5/1/2025,2025,5,36,0,1,1,YES,YES
IA,6/1/2025,2025,6,34,0,1,1,YES,YES
IA,7/1/2025,2025,7,29,0,1,1,YES,YES
IA,8/1/2025,2025,8,43,0,1,1,YES,YES
IA,9/1/2025,2025,9,60,0,1,1,YES,YES
IA,10/1/2025,2025,10,52,0,1,1,YES,YES
IA,11/1/2025,2025,11,75,0,1,1,YES,YES
ID,1/1/2017,2017,1,64,0,0,0,NO,NO
ID,2/1/2017,2017,2,44,0,0,0,NO,NO
ID,3/1/2017,2017,3,69,0,0,0,NO,NO
ID,4/1/2017,2017,4,61,0,0,0,NO,NO
ID,5/1/2017,2017,5,50,0,0,0,NO,NO
ID,6/1/2017,2017,6,47,0,0,0,NO,NO
ID,7/1/2017,2017,7,42,0,0,0,NO,NO
ID,8/1/2017,2017,8,57,0,0,0,NO,NO
ID,9/1/2017,2017,9,94,0,0,0,NO,NO
ID,10/1/2017,2017,10,97,0,0,0,NO,NO
ID,11/1/2017,2017,11,91,0,0,0,NO,NO
ID,12/1/2017,2017,12,79,0,0,0,NO,NO
ID,1/1/2018,2018,1,64,0,0,0,NO,NO
ID,2/1/2018,2018,2,44,0,0,0,NO,NO
ID,3/1/2018,2018,3,67,0,0,0,NO,NO
ID,4/1/2018,2018,4,57,0,0,0,NO,NO
ID,5/1/2018,2018,5,52,0,0,0,NO,NO
ID,6/1/2018,2018,6,51,0,0,0,NO,NO
ID,7/1/2018,2018,7,46,0,0,0,NO,NO
ID,8/1/2018,2018,8,58,0,0,0,NO,NO
ID,9/1/2018,2018,9,100,0,0,0,NO,NO
ID,10/1/2018,2018,10,86,0,0,0,NO,NO
ID,11/1/2018,2018,11,82,0,0,0,NO,NO
ID,12/1/2018,2018,12,85,0,0,0,NO,NO
ID,1/1/2019,2019,1,57,0,0,0,NO,NO
ID,2/1/2019,2019,2,43,0,0,0,NO,NO
ID,3/1/2019,2019,3,72,0,0,0,NO,NO
ID,4/1/2019,2019,4,56,0,0,0,NO,NO
ID,5/1/2019,2019,5,48,0,0,0,NO,NO
ID,6/1/2019,2019,6,49,0,0,0,NO,NO
ID,7/1/2019,2019,7,45,0,0,0,NO,NO
ID,8/1/2019,2019,8,62,0,0,0,NO,NO
ID,9/1/2019,2019,9,89,0,0,0,NO,NO
ID,10/1/2019,2019,10,80,0,0,0,NO,NO
ID,11/1/2019,2019,11,85,0,0,0,NO,NO
ID,12/1/2019,2019,12,73,0,0,0,NO,NO
ID,1/1/2020,2020,1,61,0,0,0,NO,NO
ID,2/1/2020,2020,2,38,0,0,0,NO,NO
ID,3/1/2020,2020,3,31,0,0,0,NO,NO
ID,4/1/2020,2020,4,23,0,0,0,NO,NO
ID,5/1/2020,2020,5,18,0,0,0,NO,NO
ID,6/1/2020,2020,6,16,0,0,0,NO,NO
ID,7/1/2020,2020,7,24,0,0,0,NO,NO
ID,8/1/2020,2020,8,36,0,0,0,NO,NO
ID,9/1/2020,2020,9,56,0,0,0,NO,NO
ID,10/1/2020,2020,10,58,0,0,0,NO,NO
ID,11/1/2020,2020,11,52,0,0,0,NO,NO
ID,12/1/2020,2020,12,60,0,0,0,NO,NO
ID,1/1/2021,2021,1,53,0,0,0,NO,NO
ID,2/1/2021,2021,2,35,0,0,0,NO,NO
ID,3/1/2021,2021,3,49,0,0,0,NO,NO
ID,4/1/2021,2021,4,39,0,0,0,NO,NO
ID,5/1/2021,2021,5,40,0,0,0,NO,NO
ID,6/1/2021,2021,6,45,0,0,0,NO,NO
ID,7/1/2021,2021,7,37,0,0,0,NO,NO
ID,8/1/2021,2021,8,42,0,0,0,NO,NO
ID,9/1/2021,2021,9,74,0,0,0,NO,NO
ID,10/1/2021,2021,10,74,0,0,0,NO,NO
ID,11/1/2021,2021,11,73,0,0,0,NO,NO
ID,12/1/2021,2021,12,65,0,0,0,NO,NO
ID,1/1/2022,2022,1,53,0,0,0,NO,NO
ID,2/1/2022,2022,2,31,0,0,0,NO,NO
ID,3/1/2022,2022,3,45,0,0,0,NO,NO
ID,4/1/2022,2022,4,38,0,0,0,NO,NO
ID,5/1/2022,2022,5,35,0,0,0,NO,NO
ID,6/1/2022,2022,6,34,0,0,0,NO,NO
ID,7/1/2022,2022,7,30,0,0,0,NO,NO
ID,8/1/2022,2022,8,43,0,0,0,NO,NO
ID,9/1/2022,2022,9,63,0,0,0,NO,NO
ID,10/1/2022,2022,10,65,0,0,0,NO,NO
ID,11/1/2022,2022,11,55,0,0,0,NO,NO
ID,12/1/2022,2022,12,61,0,0,0,NO,NO
ID,1/1/2023,2023,1,54,0,0,0,NO,NO
ID,2/1/2023,2023,2,36,0,0,0,NO,NO
ID,3/1/2023,2023,3,55,0,0,0,NO,NO
ID,4/1/2023,2023,4,45,0,0,0,NO,NO
ID,5/1/2023,2023,5,41,0,0,0,NO,NO
ID,6/1/2023,2023,6,34,0,0,0,NO,NO
ID,7/1/2023,2023,7,31,0,0,0,NO,NO
ID,8/1/2023,2023,8,44,0,0,0,NO,NO
ID,9/1/2023,2023,9,71,0,0,0,NO,NO
ID,10/1/2023,2023,10,61,0,0,0,NO,NO
ID,11/1/2023,2023,11,59,0,0,0,NO,NO
ID,12/1/2023,2023,12,59,0,0,0,NO,NO
ID,1/1/2024,2024,1,54,0,0,0,NO,NO
ID,2/1/2024,2024,2,30,0,0,0,NO,NO
ID,3/1/2024,2024,3,51,0,0,0,NO,NO
ID,4/1/2024,2024,4,39,0,0,0,NO,NO
ID,5/1/2024,2024,5,32,0,0,0,NO,NO
ID,6/1/2024,2024,6,31,0,0,0,NO,NO
ID,7/1/2024,2024,7,27,0,0,0,NO,NO
ID,8/1/2024,2024,8,41,0,0,0,NO,NO
ID,9/1/2024,2024,9,63,0,0,0,NO,NO
ID,10/1/2024,2024,10,58,0,0,0,NO,NO
ID,11/1/2024,2024,11,50,0,0,0,NO,NO
ID,12/1/2024,2024,12,54,0,0,0,NO,NO
ID,1/1/2025,2025,1,39,0,0,0,NO,NO
ID,2/1/2025,2025,2,26,0,0,0,NO,NO
ID,3/1/2025,2025,3,43,0,0,0,NO,NO
ID,4/1/2025,2025,4,32,0,0,0,NO,NO
ID,5/1/2025,2025,5,28,0,0,0,NO,NO
ID,6/1/2025,2025,6,26,0,0,0,NO,NO
ID,7/1/2025,2025,7,24,0,0,0,NO,NO
ID,8/1/2025,2025,8,43,0,0,0,NO,NO
ID,9/1/2025,2025,9,54,0,0,0,NO,NO
ID,10/1/2025,2025,10,53,0,0,0,NO,NO
ID,11/1/2025,2025,11,67,0,0,0,NO,NO
IL,1/1/2017,2017,1,70,1,0,1,YES,YES
IL,2/1/2017,2017,2,56,1,0,1,YES,YES
IL,3/1/2017,2017,3,80,1,0,1,YES,YES
IL,4/1/2017,2017,4,80,1,0,1,YES,YES
IL,5/1/2017,2017,5,60,1,0,1,YES,YES
IL,6/1/2017,2017,6,62,1,0,1,YES,YES
IL,7/1/2017,2017,7,64,1,0,1,YES,YES
IL,8/1/2017,2017,8,79,1,0,1,YES,YES
IL,9/1/2017,2017,9,100,1,0,1,YES,YES
IL,10/1/2017,2017,10,98,1,0,1,YES,YES
IL,11/1/2017,2017,11,79,1,0,1,YES,YES
IL,12/1/2017,2017,12,70,1,0,1,YES,YES
IL,1/1/2018,2018,1,64,1,0,1,YES,YES
IL,2/1/2018,2018,2,54,1,0,1,YES,YES
IL,3/1/2018,2018,3,78,1,0,1,YES,YES
IL,4/1/2018,2018,4,68,1,0,1,YES,YES
IL,5/1/2018,2018,5,58,1,0,1,YES,YES
IL,6/1/2018,2018,6,59,1,0,1,YES,YES
IL,7/1/2018,2018,7,61,1,0,1,YES,YES
IL,8/1/2018,2018,8,65,1,0,1,YES,YES
IL,9/1/2018,2018,9,98,1,0,1,YES,YES
IL,10/1/2018,2018,10,82,1,0,1,YES,YES
IL,11/1/2018,2018,11,74,1,0,1,YES,YES
IL,12/1/2018,2018,12,72,1,0,1,YES,YES
IL,1/1/2019,2019,1,60,1,0,1,YES,YES
IL,2/1/2019,2019,2,56,1,0,1,YES,YES
IL,3/1/2019,2019,3,72,1,0,1,YES,YES
IL,4/1/2019,2019,4,63,1,0,1,YES,YES
IL,5/1/2019,2019,5,61,1,0,1,YES,YES
IL,6/1/2019,2019,6,65,1,0,1,YES,YES
IL,7/1/2019,2019,7,55,1,0,1,YES,YES
IL,8/1/2019,2019,8,67,1,0,1,YES,YES
IL,9/1/2019,2019,9,86,1,0,1,YES,YES
IL,10/1/2019,2019,10,74,1,0,1,YES,YES
IL,11/1/2019,2019,11,69,1,0,1,YES,YES
IL,12/1/2019,2019,12,64,1,0,1,YES,YES
IL,1/1/2020,2020,1,64,1,0,1,YES,YES
IL,2/1/2020,2020,2,44,1,0,1,YES,YES
IL,3/1/2020,2020,3,36,1,0,1,YES,YES
IL,4/1/2020,2020,4,29,0,1,1,YES,YES
IL,5/1/2020,2020,5,22,0,1,1,YES,YES
IL,6/1/2020,2020,6,20,0,1,1,YES,YES
IL,7/1/2020,2020,7,29,0,1,1,YES,YES
IL,8/1/2020,2020,8,48,0,1,1,YES,YES
IL,9/1/2020,2020,9,67,0,1,1,YES,YES
IL,10/1/2020,2020,10,60,0,1,1,YES,YES
IL,11/1/2020,2020,11,51,0,1,1,YES,YES
IL,12/1/2020,2020,12,56,0,1,1,YES,YES
IL,1/1/2021,2021,1,54,0,1,1,YES,YES
IL,2/1/2021,2021,2,46,0,1,1,YES,YES
IL,3/1/2021,2021,3,57,0,1,1,YES,YES
IL,4/1/2021,2021,4,50,0,1,1,YES,YES
IL,5/1/2021,2021,5,48,0,1,1,YES,YES
IL,6/1/2021,2021,6,54,0,1,1,YES,YES
IL,7/1/2021,2021,7,48,0,1,1,YES,YES
IL,8/1/2021,2021,8,50,0,1,1,YES,YES
IL,9/1/2021,2021,9,68,0,1,1,YES,YES
IL,10/1/2021,2021,10,70,0,1,1,YES,YES
IL,11/1/2021,2021,11,67,0,1,1,YES,YES
IL,12/1/2021,2021,12,65,0,1,1,YES,YES
IL,1/1/2022,2022,1,57,0,1,1,YES,YES
IL,2/1/2022,2022,2,44,0,1,1,YES,YES
IL,3/1/2022,2022,3,57,0,1,1,YES,YES
IL,4/1/2022,2022,4,52,0,1,1,YES,YES
IL,5/1/2022,2022,5,46,0,1,1,YES,YES
IL,6/1/2022,2022,6,41,0,1,1,YES,YES
IL,7/1/2022,2022,7,39,0,1,1,YES,YES
IL,8/1/2022,2022,8,49,0,1,1,YES,YES
IL,9/1/2022,2022,9,61,0,1,1,YES,YES
IL,10/1/2022,2022,10,62,0,1,1,YES,YES
IL,11/1/2022,2022,11,57,0,1,1,YES,YES
IL,12/1/2022,2022,12,55,0,1,1,YES,YES
IL,1/1/2023,2023,1,54,0,1,1,YES,YES
IL,2/1/2023,2023,2,42,0,1,1,YES,YES
IL,3/1/2023,2023,3,59,0,1,1,YES,YES
IL,4/1/2023,2023,4,52,0,1,1,YES,YES
IL,5/1/2023,2023,5,47,0,1,1,YES,YES
IL,6/1/2023,2023,6,39,0,1,1,YES,YES
IL,7/1/2023,2023,7,41,0,1,1,YES,YES
IL,8/1/2023,2023,8,49,0,1,1,YES,YES
IL,9/1/2023,2023,9,68,0,1,1,YES,YES
IL,10/1/2023,2023,10,62,0,1,1,YES,YES
IL,11/1/2023,2023,11,62,0,1,1,YES,YES
IL,12/1/2023,2023,12,60,0,1,1,YES,YES
IL,1/1/2024,2024,1,55,0,1,1,YES,YES
IL,2/1/2024,2024,2,35,0,1,1,YES,YES
IL,3/1/2024,2024,3,58,0,1,1,YES,YES
IL,4/1/2024,2024,4,47,0,1,1,YES,YES
IL,5/1/2024,2024,5,41,0,1,1,YES,YES
IL,6/1/2024,2024,6,38,0,1,1,YES,YES
IL,7/1/2024,2024,7,32,0,1,1,YES,YES
IL,8/1/2024,2024,8,45,0,1,1,YES,YES
IL,9/1/2024,2024,9,63,0,1,1,YES,YES
IL,10/1/2024,2024,10,53,0,1,1,YES,YES
IL,11/1/2024,2024,11,47,0,1,1,YES,YES
IL,12/1/2024,2024,12,45,0,1,1,YES,YES
IL,1/1/2025,2025,1,42,0,1,1,YES,YES
IL,2/1/2025,2025,2,34,0,1,1,YES,YES
IL,3/1/2025,2025,3,49,0,1,1,YES,YES
IL,4/1/2025,2025,4,41,0,1,1,YES,YES
IL,5/1/2025,2025,5,36,0,1,1,YES,YES
IL,6/1/2025,2025,6,32,0,1,1,YES,YES
IL,7/1/2025,2025,7,30,0,1,1,YES,YES
IL,8/1/2025,2025,8,50,0,1,1,YES,YES
IL,9/1/2025,2025,9,59,0,1,1,YES,YES
IL,10/1/2025,2025,10,51,0,1,1,YES,YES
IL,11/1/2025,2025,11,61,0,1,1,YES,YES
IN,1/1/2017,2017,1,78,1,0,1,YES,YES
IN,2/1/2017,2017,2,59,1,0,1,YES,YES
IN,3/1/2017,2017,3,100,1,0,1,YES,YES
IN,4/1/2017,2017,4,79,1,0,1,YES,YES
IN,5/1/2017,2017,5,59,1,0,1,YES,YES
IN,6/1/2017,2017,6,63,1,0,1,YES,YES
IN,7/1/2017,2017,7,57,1,0,1,YES,YES
IN,8/1/2017,2017,8,69,1,0,1,YES,YES
IN,9/1/2017,2017,9,100,1,0,1,YES,YES
IN,10/1/2017,2017,10,93,1,0,1,YES,YES
IN,11/1/2017,2017,11,87,1,0,1,YES,YES
IN,12/1/2017,2017,12,79,1,0,1,YES,YES
IN,1/1/2018,2018,1,73,1,0,1,YES,YES
IN,2/1/2018,2018,2,61,1,0,1,YES,YES
IN,3/1/2018,2018,3,93,1,0,1,YES,YES
IN,4/1/2018,2018,4,72,1,0,1,YES,YES
IN,5/1/2018,2018,5,60,1,0,1,YES,YES
IN,6/1/2018,2018,6,57,1,0,1,YES,YES
IN,7/1/2018,2018,7,58,1,0,1,YES,YES
IN,8/1/2018,2018,8,62,1,0,1,YES,YES
IN,9/1/2018,2018,9,95,1,0,1,YES,YES
IN,10/1/2018,2018,10,88,1,0,1,YES,YES
IN,11/1/2018,2018,11,84,1,0,1,YES,YES
IN,12/1/2018,2018,12,82,1,0,1,YES,YES
IN,1/1/2019,2019,1,67,1,0,1,YES,YES
IN,2/1/2019,2019,2,58,1,0,1,YES,YES
IN,3/1/2019,2019,3,97,1,0,1,YES,YES
IN,4/1/2019,2019,4,59,1,0,1,YES,YES
IN,5/1/2019,2019,5,61,1,0,1,YES,YES
IN,6/1/2019,2019,6,60,1,0,1,YES,YES
IN,7/1/2019,2019,7,58,1,0,1,YES,YES
IN,8/1/2019,2019,8,63,1,0,1,YES,YES
IN,9/1/2019,2019,9,87,0,1,1,YES,YES
IN,10/1/2019,2019,10,81,0,1,1,YES,YES
IN,11/1/2019,2019,11,87,0,1,1,YES,YES
IN,12/1/2019,2019,12,79,0,1,1,YES,YES
IN,1/1/2020,2020,1,74,0,1,1,YES,YES
IN,2/1/2020,2020,2,54,0,1,1,YES,YES
IN,3/1/2020,2020,3,40,0,1,1,YES,YES
IN,4/1/2020,2020,4,28,0,1,1,YES,YES
IN,5/1/2020,2020,5,21,0,1,1,YES,YES
IN,6/1/2020,2020,6,18,0,1,1,YES,YES
IN,7/1/2020,2020,7,26,0,1,1,YES,YES
IN,8/1/2020,2020,8,45,0,1,1,YES,YES
IN,9/1/2020,2020,9,64,0,1,1,YES,YES
IN,10/1/2020,2020,10,63,0,1,1,YES,YES
IN,11/1/2020,2020,11,56,0,1,1,YES,YES
IN,12/1/2020,2020,12,64,0,1,1,YES,YES
IN,1/1/2021,2021,1,62,0,1,1,YES,YES
IN,2/1/2021,2021,2,46,0,1,1,YES,YES
IN,3/1/2021,2021,3,64,0,1,1,YES,YES
IN,4/1/2021,2021,4,48,0,1,1,YES,YES
IN,5/1/2021,2021,5,44,0,1,1,YES,YES
IN,6/1/2021,2021,6,50,0,1,1,YES,YES
IN,7/1/2021,2021,7,46,0,1,1,YES,YES
IN,8/1/2021,2021,8,47,0,1,1,YES,YES
IN,9/1/2021,2021,9,68,0,1,1,YES,YES
IN,10/1/2021,2021,10,77,0,1,1,YES,YES
IN,11/1/2021,2021,11,72,0,1,1,YES,YES
IN,12/1/2021,2021,12,77,0,1,1,YES,YES
IN,1/1/2022,2022,1,64,0,1,1,YES,YES
IN,2/1/2022,2022,2,47,0,1,1,YES,YES
IN,3/1/2022,2022,3,71,0,1,1,YES,YES
IN,4/1/2022,2022,4,48,0,1,1,YES,YES
IN,5/1/2022,2022,5,43,0,1,1,YES,YES
IN,6/1/2022,2022,6,40,0,1,1,YES,YES
IN,7/1/2022,2022,7,38,0,1,1,YES,YES
IN,8/1/2022,2022,8,49,0,1,1,YES,YES
IN,9/1/2022,2022,9,71,0,1,1,YES,YES
IN,10/1/2022,2022,10,67,0,1,1,YES,YES
IN,11/1/2022,2022,11,72,0,1,1,YES,YES
IN,12/1/2022,2022,12,66,0,1,1,YES,YES
IN,1/1/2023,2023,1,62,0,1,1,YES,YES
IN,2/1/2023,2023,2,48,0,1,1,YES,YES
IN,3/1/2023,2023,3,77,0,1,1,YES,YES
IN,4/1/2023,2023,4,54,0,1,1,YES,YES
IN,5/1/2023,2023,5,48,0,1,1,YES,YES
IN,6/1/2023,2023,6,40,0,1,1,YES,YES
IN,7/1/2023,2023,7,42,0,1,1,YES,YES
IN,8/1/2023,2023,8,48,0,1,1,YES,YES
IN,9/1/2023,2023,9,78,0,1,1,YES,YES
IN,10/1/2023,2023,10,67,0,1,1,YES,YES
IN,11/1/2023,2023,11,70,0,1,1,YES,YES
IN,12/1/2023,2023,12,69,0,1,1,YES,YES
IN,1/1/2024,2024,1,64,0,1,1,YES,YES
IN,2/1/2024,2024,2,39,0,1,1,YES,YES
IN,3/1/2024,2024,3,71,0,1,1,YES,YES
IN,4/1/2024,2024,4,51,0,1,1,YES,YES
IN,5/1/2024,2024,5,45,0,1,1,YES,YES
IN,6/1/2024,2024,6,39,0,1,1,YES,YES
IN,7/1/2024,2024,7,33,0,1,1,YES,YES
IN,8/1/2024,2024,8,46,0,1,1,YES,YES
IN,9/1/2024,2024,9,63,0,1,1,YES,YES
IN,10/1/2024,2024,10,54,0,1,1,YES,YES
IN,11/1/2024,2024,11,53,0,1,1,YES,YES
IN,12/1/2024,2024,12,52,0,1,1,YES,YES
IN,1/1/2025,2025,1,48,0,1,1,YES,YES
IN,2/1/2025,2025,2,37,0,1,1,YES,YES
IN,3/1/2025,2025,3,59,0,1,1,YES,YES
IN,4/1/2025,2025,4,39,0,1,1,YES,YES
IN,5/1/2025,2025,5,41,0,1,1,YES,YES
IN,6/1/2025,2025,6,40,0,1,1,YES,YES
IN,7/1/2025,2025,7,30,0,1,1,YES,YES
IN,8/1/2025,2025,8,49,0,1,1,YES,YES
IN,9/1/2025,2025,9,60,0,1,1,YES,YES
IN,10/1/2025,2025,10,57,0,1,1,YES,YES
IN,11/1/2025,2025,11,85,0,1,1,YES,YES
KS,1/1/2017,2017,1,66,1,0,1,YES,YES
KS,2/1/2017,2017,2,54,1,0,1,YES,YES
KS,3/1/2017,2017,3,91,1,0,1,YES,YES
KS,4/1/2017,2017,4,50,1,0,1,YES,YES
KS,5/1/2017,2017,5,40,1,0,1,YES,YES
KS,6/1/2017,2017,6,38,1,0,1,YES,YES
KS,7/1/2017,2017,7,40,1,0,1,YES,YES
KS,8/1/2017,2017,8,43,1,0,1,YES,YES
KS,9/1/2017,2017,9,70,1,0,1,YES,YES
KS,10/1/2017,2017,10,65,1,0,1,YES,YES
KS,11/1/2017,2017,11,70,1,0,1,YES,YES
KS,12/1/2017,2017,12,71,1,0,1,YES,YES
KS,1/1/2018,2018,1,71,1,0,1,YES,YES
KS,2/1/2018,2018,2,57,1,0,1,YES,YES
KS,3/1/2018,2018,3,100,1,0,1,YES,YES
KS,4/1/2018,2018,4,46,1,0,1,YES,YES
KS,5/1/2018,2018,5,42,1,0,1,YES,YES
KS,6/1/2018,2018,6,39,1,0,1,YES,YES
KS,7/1/2018,2018,7,43,1,0,1,YES,YES
KS,8/1/2018,2018,8,48,1,0,1,YES,YES
KS,9/1/2018,2018,9,90,1,0,1,YES,YES
KS,10/1/2018,2018,10,78,1,0,1,YES,YES
KS,11/1/2018,2018,11,76,1,0,1,YES,YES
KS,12/1/2018,2018,12,79,1,0,1,YES,YES
KS,1/1/2019,2019,1,59,1,0,1,YES,YES
KS,2/1/2019,2019,2,48,1,0,1,YES,YES
KS,3/1/2019,2019,3,87,1,0,1,YES,YES
KS,4/1/2019,2019,4,48,1,0,1,YES,YES
KS,5/1/2019,2019,5,43,1,0,1,YES,YES
KS,6/1/2019,2019,6,51,1,0,1,YES,YES
KS,7/1/2019,2019,7,41,1,0,1,YES,YES
KS,8/1/2019,2019,8,55,1,0,1,YES,YES
KS,9/1/2019,2019,9,95,1,0,1,YES,YES
KS,10/1/2019,2019,10,74,1,0,1,YES,YES
KS,11/1/2019,2019,11,85,1,0,1,YES,YES
KS,12/1/2019,2019,12,80,1,0,1,YES,YES
KS,1/1/2020,2020,1,78,1,0,1,YES,YES
KS,2/1/2020,2020,2,47,1,0,1,YES,YES
KS,3/1/2020,2020,3,37,1,0,1,YES,YES
KS,4/1/2020,2020,4,23,1,0,1,YES,YES
KS,5/1/2020,2020,5,19,1,0,1,YES,YES
KS,6/1/2020,2020,6,18,1,0,1,YES,YES
KS,7/1/2020,2020,7,25,1,0,1,YES,YES
KS,8/1/2020,2020,8,36,1,0,1,YES,YES
KS,9/1/2020,2020,9,61,1,0,1,YES,YES
KS,10/1/2020,2020,10,62,1,0,1,YES,YES
KS,11/1/2020,2020,11,47,1,0,1,YES,YES
KS,12/1/2020,2020,12,62,1,0,1,YES,YES
KS,1/1/2021,2021,1,56,1,0,1,YES,YES
KS,2/1/2021,2021,2,38,1,0,1,YES,YES
KS,3/1/2021,2021,3,54,1,0,1,YES,YES
KS,4/1/2021,2021,4,37,1,0,1,YES,YES
KS,5/1/2021,2021,5,38,1,0,1,YES,YES
KS,6/1/2021,2021,6,38,1,0,1,YES,YES
KS,7/1/2021,2021,7,37,1,0,1,YES,YES
KS,8/1/2021,2021,8,37,1,0,1,YES,YES
KS,9/1/2021,2021,9,65,1,0,1,YES,YES
KS,10/1/2021,2021,10,65,1,0,1,YES,YES
KS,11/1/2021,2021,11,73,1,0,1,YES,YES
KS,12/1/2021,2021,12,69,1,0,1,YES,YES
KS,1/1/2022,2022,1,60,1,0,1,YES,YES
KS,2/1/2022,2022,2,35,1,0,1,YES,YES
KS,3/1/2022,2022,3,58,1,0,1,YES,YES
KS,4/1/2022,2022,4,40,1,0,1,YES,YES
KS,5/1/2022,2022,5,34,1,0,1,YES,YES
KS,6/1/2022,2022,6,30,1,0,1,YES,YES
KS,7/1/2022,2022,7,30,1,0,1,YES,YES
KS,8/1/2022,2022,8,38,1,0,1,YES,YES
KS,9/1/2022,2022,9,74,0,0,0,YES,YES
KS,10/1/2022,2022,10,74,0,1,1,YES,YES
KS,11/1/2022,2022,11,68,0,1,1,YES,YES
KS,12/1/2022,2022,12,64,0,1,1,YES,YES
KS,1/1/2023,2023,1,68,0,1,1,YES,YES
KS,2/1/2023,2023,2,46,0,1,1,YES,YES
KS,3/1/2023,2023,3,70,0,1,1,YES,YES
KS,4/1/2023,2023,4,41,0,1,1,YES,YES
KS,5/1/2023,2023,5,38,0,1,1,YES,YES
KS,6/1/2023,2023,6,35,0,1,1,YES,YES
KS,7/1/2023,2023,7,34,0,1,1,YES,YES
KS,8/1/2023,2023,8,42,0,1,1,YES,YES
KS,9/1/2023,2023,9,76,0,1,1,YES,YES
KS,10/1/2023,2023,10,64,0,1,1,YES,YES
